area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,region,price
319,2,2,2,1,no,no,yes,yes,no,yes,furnished,Erunmu,175757
211,1,3,1,0,no,no,yes,yes,no,yes,unfurnished,Iseyin,155264
192,4,3,1,1,yes,no,no,yes,no,yes,unfurnished,Ago-Amodu,189902
270,2,1,1,0,yes,yes,yes,no,no,no,semi-furnished,Lanlate,161693
295,5,3,2,1,no,yes,yes,no,yes,no,semi-furnished,Otu,195258
182,2,3,1,1,yes,yes,no,no,no,yes,semi-furnished,Fiditi,173597
117,1,3,1,1,yes,no,yes,no,yes,no,unfurnished,Erunmu,155281
338,1,2,1,1,yes,no,yes,yes,no,yes,furnished,Ago-Amodu,163673
383,5,3,2,0,yes,no,yes,yes,no,yes,furnished,Lanlate,217179
363,1,3,2,0,yes,no,yes,yes,yes,yes,semi-furnished,Igbo-Ora,160038
112,1,1,1,3,no,no,yes,no,yes,yes,semi-furnished,Okeho,151020
234,3,1,2,2,no,no,yes,yes,no,yes,semi-furnished,Eruwa,171715
207,3,2,1,2,yes,no,yes,yes,no,no,furnished,Ogbomosho,174137
115,1,2,2,3,no,no,yes,yes,no,no,unfurnished,Eruwa,143274
305,3,2,2,1,yes,yes,yes,no,yes,yes,unfurnished,Otu,185516
288,3,3,2,3,yes,no,no,no,no,no,semi-furnished,Igbeti,193388
127,1,2,2,2,yes,yes,no,no,no,yes,semi-furnished,Igbo-Ora,155923
265,1,2,1,2,no,yes,no,yes,yes,no,unfurnished,Iseyin,154496
363,1,3,2,2,yes,yes,yes,no,no,yes,furnished,Ago-Amodu,186415
351,5,1,2,1,no,no,yes,no,no,yes,semi-furnished,Ado-Awaye,177110
394,5,1,2,1,no,yes,no,yes,yes,yes,semi-furnished,Oyo,195009
185,1,2,1,3,yes,yes,yes,yes,yes,yes,unfurnished,Igbeti,164216
141,5,3,1,0,yes,yes,yes,yes,yes,yes,unfurnished,Awe,194905
146,2,1,1,3,no,no,yes,yes,no,yes,unfurnished,Igangan,146449
168,1,3,1,3,yes,yes,no,no,no,no,unfurnished,Awe,146155
129,3,1,1,3,no,yes,yes,no,no,yes,unfurnished,Iseyin,168440
193,3,2,2,2,yes,no,no,yes,no,yes,furnished,Oyo,192772
371,5,3,2,3,no,no,no,no,yes,no,semi-furnished,Igbeti,205682
166,3,1,1,0,yes,no,no,yes,no,no,semi-furnished,Igboho,149036
281,1,3,1,0,no,yes,yes,yes,no,yes,unfurnished,Iresa-Apa,148474
342,1,2,2,1,no,no,yes,yes,yes,yes,semi-furnished,Alabata,166268
190,5,3,1,0,no,no,yes,no,no,yes,unfurnished,Iresa-Apa,183523
298,2,2,1,1,yes,yes,no,yes,yes,no,furnished,Iseyin,174430
391,4,1,2,2,no,yes,no,yes,no,yes,furnished,Ilora,183195
209,3,3,2,0,yes,no,no,yes,no,no,semi-furnished,Ado-Awaye,172302
354,2,1,2,3,no,no,no,no,no,yes,unfurnished,Jobele,157084
136,2,2,1,0,no,no,yes,no,yes,yes,unfurnished,Eruwa,144489
281,3,1,2,3,no,no,no,yes,yes,yes,unfurnished,Tede,168816
348,3,2,1,2,no,no,no,yes,no,no,unfurnished,Igangan,149776
290,5,1,2,2,no,no,no,no,no,yes,semi-furnished,Ibadan,178568
363,4,1,2,1,yes,yes,yes,yes,yes,yes,unfurnished,Ago-Amodu,183804
290,5,1,1,0,yes,yes,no,yes,yes,yes,semi-furnished,Lalupon,183412
326,4,1,1,1,no,yes,yes,yes,no,no,semi-furnished,Jobele,171485
195,4,3,2,3,no,yes,no,yes,yes,no,furnished,Igbeti,205033
133,1,1,1,0,no,yes,yes,no,yes,no,semi-furnished,Okeho,136157
231,3,3,1,2,no,no,no,yes,no,yes,furnished,Ogbomosho,181250
327,1,3,2,0,yes,yes,no,no,no,no,semi-furnished,Kisi (Kishi),156085
383,2,3,2,2,no,yes,yes,yes,yes,no,unfurnished,Ayete,163090
133,2,3,2,0,no,yes,no,yes,yes,yes,unfurnished,Igbeti,164441
382,5,2,2,3,no,no,no,yes,yes,no,semi-furnished,Oyo,208664
89,3,1,1,0,no,yes,yes,yes,yes,yes,unfurnished,Ogbomosho,169139
381,4,2,2,1,no,no,yes,yes,no,yes,semi-furnished,Awe,180893
380,2,3,2,0,yes,no,no,no,no,no,furnished,Igbo-Ora,176738
349,5,3,1,0,no,yes,no,yes,no,yes,unfurnished,Tede,186292
146,3,2,1,2,no,yes,no,no,yes,yes,semi-furnished,Tede,167111
96,2,1,2,3,no,no,yes,no,yes,no,semi-furnished,Saki,158213
390,2,3,2,0,yes,yes,no,no,yes,yes,furnished,Ayete,189229
229,5,2,2,3,no,no,yes,yes,yes,yes,unfurnished,Eruwa,204544
233,3,1,1,3,no,yes,yes,no,no,yes,unfurnished,Alabata,165356
81,3,1,1,3,yes,yes,no,yes,no,no,semi-furnished,Kisi (Kishi),177843
269,4,3,2,0,no,yes,no,no,yes,no,unfurnished,Awe,179188
293,2,2,2,0,yes,no,yes,no,no,yes,semi-furnished,Akinmoorin,169390
166,5,3,2,1,no,no,yes,yes,no,yes,unfurnished,Iseyin,185183
247,5,3,1,2,yes,yes,yes,yes,yes,yes,furnished,Ado-Awaye,216360
92,4,1,1,0,yes,yes,no,yes,no,yes,unfurnished,Iresa-Apa,163060
273,1,3,2,1,yes,no,yes,yes,no,yes,semi-furnished,Ado-Awaye,163317
258,2,2,2,3,yes,no,no,no,no,no,semi-furnished,Eruwa,162027
303,3,2,2,1,no,no,no,yes,no,no,semi-furnished,Tede,176358
361,1,1,1,3,yes,yes,yes,yes,no,yes,furnished,Igbeti,156473
349,1,1,1,1,yes,yes,no,yes,yes,yes,furnished,Ado-Awaye,155079
308,5,1,1,3,no,no,yes,no,no,no,unfurnished,Iresa-Adu,170559
361,2,2,2,1,yes,no,yes,yes,no,no,furnished,Ibadan,171936
368,2,3,2,0,no,no,yes,yes,no,no,furnished,Igboho,175479
140,4,1,2,3,yes,yes,yes,no,no,no,unfurnished,Alabata,183392
175,1,2,1,2,yes,yes,yes,no,yes,no,semi-furnished,Ayete,166861
224,1,1,1,1,yes,yes,no,yes,yes,no,furnished,Iresa-Apa,155327
356,5,3,2,1,no,no,no,no,no,no,semi-furnished,Igangan,187753
324,5,3,2,0,yes,yes,no,yes,yes,no,semi-furnished,Igangan,199499
273,4,2,2,3,yes,no,yes,yes,no,no,semi-furnished,Erunmu,185689
294,1,2,1,3,yes,no,no,no,no,no,semi-furnished,Ilora,152244
121,5,2,1,3,no,no,no,no,yes,no,unfurnished,Saki,187859
256,5,1,1,0,no,yes,no,yes,yes,no,unfurnished,Igboho,166215
338,1,3,1,1,no,no,no,no,no,no,furnished,Ogbomosho,159130
328,5,3,1,3,yes,yes,yes,no,yes,no,semi-furnished,Saki,209910
270,2,3,1,2,no,no,no,no,yes,yes,semi-furnished,Jobele,167263
268,1,1,1,0,yes,no,yes,yes,yes,no,furnished,Oyo,155659
175,2,2,1,2,no,no,no,yes,no,yes,furnished,Tede,158306
133,2,3,2,2,no,no,no,no,no,yes,semi-furnished,Tede,172868
353,2,3,2,2,yes,yes,yes,no,no,yes,unfurnished,Eruwa,177212
222,3,3,1,2,no,yes,no,no,no,no,semi-furnished,Jobele,176607
80,1,1,1,0,yes,no,yes,yes,no,no,unfurnished,Ibadan,130255
313,2,2,2,0,yes,yes,no,yes,no,no,furnished,Iroko,179642
286,3,2,2,1,yes,no,yes,yes,no,yes,semi-furnished,Jobele,182592
100,2,1,2,1,yes,no,yes,yes,yes,no,furnished,Saki,170200
364,2,1,2,0,no,no,no,no,yes,yes,semi-furnished,Akinmoorin,155865
90,2,3,1,0,yes,yes,yes,no,no,yes,furnished,Fiditi,179712
365,1,1,1,0,yes,no,no,no,no,no,furnished,Ado-Awaye,145480
371,2,3,1,3,no,no,no,yes,no,yes,semi-furnished,Igbeti,165851
324,1,3,1,3,no,no,yes,yes,yes,no,furnished,Igbeti,173847
311,4,1,2,0,yes,no,no,yes,no,yes,furnished,Sepeteri,194279
236,2,2,1,2,yes,no,yes,yes,no,no,unfurnished,Lalupon,164942
188,2,1,1,3,yes,no,yes,no,no,no,semi-furnished,Erunmu,160539
90,2,1,2,2,no,no,yes,no,no,no,furnished,Kisi (Kishi),165022
213,5,3,2,3,yes,no,no,no,yes,no,furnished,Ayete,218930
218,1,3,2,0,yes,no,no,no,no,no,unfurnished,Otu,155798
151,1,2,2,0,yes,no,no,yes,yes,no,semi-furnished,Sepeteri,151958
165,3,2,2,1,no,no,yes,no,yes,yes,furnished,Oyo,174112
382,1,2,1,0,yes,no,yes,yes,yes,no,semi-furnished,Ado-Awaye,147486
80,4,3,1,1,yes,yes,yes,no,yes,no,furnished,Igbo-Ora,204469
195,1,3,2,3,yes,no,yes,yes,no,no,unfurnished,Lanlate,168187
203,1,2,2,2,no,no,no,no,yes,yes,semi-furnished,Erunmu,148941
84,5,2,1,0,yes,no,no,no,yes,yes,semi-furnished,Oyo,191437
290,2,3,2,3,no,no,yes,no,yes,no,furnished,Igbeti,187855
280,4,3,2,1,no,no,no,yes,yes,no,semi-furnished,Awe,185216
84,5,2,2,1,no,yes,yes,yes,yes,yes,furnished,Ayete,208822
293,5,2,1,0,no,yes,no,no,yes,yes,unfurnished,Igbo-Ora,175603
290,3,1,1,2,no,no,yes,yes,no,yes,semi-furnished,Igangan,160599
271,5,3,2,0,no,no,no,no,no,no,unfurnished,Ado-Awaye,175528
282,3,2,1,1,no,yes,no,yes,yes,yes,unfurnished,Igboho,164323
247,5,2,1,1,no,yes,no,yes,yes,no,semi-furnished,Ayete,189537
395,4,1,2,0,no,no,yes,yes,no,yes,unfurnished,Oyo,160509
258,2,1,2,2,yes,yes,no,yes,yes,yes,semi-furnished,Ayete,173393
310,2,1,1,2,yes,no,no,no,yes,yes,semi-furnished,Erunmu,162296
200,2,3,1,3,no,no,yes,yes,no,no,unfurnished,Igbo-Ora,166102
134,3,2,2,0,no,yes,no,yes,yes,no,unfurnished,Iseyin,163969
147,2,1,2,3,no,no,yes,yes,yes,no,furnished,Erunmu,178967
131,4,1,2,2,yes,no,yes,no,no,yes,furnished,Sepeteri,197394
231,4,2,2,1,yes,no,no,yes,no,no,furnished,Iresa-Apa,194496
91,1,3,2,1,yes,no,yes,yes,yes,no,semi-furnished,Ogbomosho,172795
163,3,2,1,1,yes,no,yes,no,yes,yes,furnished,Otu,185655
212,2,1,1,1,no,yes,no,no,yes,yes,semi-furnished,Igbeti,155133
91,3,3,1,1,yes,no,yes,no,yes,no,unfurnished,Igboho,166863
100,4,2,2,3,no,yes,no,no,yes,no,semi-furnished,Lalupon,192345
323,4,3,1,2,yes,no,yes,no,no,no,unfurnished,Igboho,174967
367,5,2,2,1,yes,yes,yes,no,yes,no,unfurnished,Eruwa,196125
115,1,3,1,2,no,yes,yes,no,no,no,furnished,Iseyin,168727
381,3,1,1,0,yes,yes,no,yes,yes,yes,furnished,Ago-Amodu,187021
299,5,1,1,1,no,no,yes,no,no,yes,furnished,Saki,186058
246,4,2,2,1,yes,yes,no,no,yes,yes,semi-furnished,Igbeti,199168
154,1,2,1,2,no,no,yes,yes,yes,no,unfurnished,Oyo,143565
231,2,2,1,2,no,yes,yes,no,yes,no,semi-furnished,Fiditi,157688
310,3,1,2,3,yes,yes,no,yes,no,no,furnished,Igbo-Ora,186419
161,2,3,2,2,yes,yes,no,yes,yes,yes,semi-furnished,Igboho,184262
187,3,2,1,3,yes,no,no,no,no,yes,semi-furnished,Lalupon,177433
91,4,3,1,0,no,yes,no,yes,no,yes,unfurnished,Sepeteri,171506
392,2,3,2,1,yes,yes,no,no,yes,no,unfurnished,Ilora,164083
227,3,2,1,3,no,yes,no,yes,no,no,semi-furnished,Awe,165341
306,1,2,1,2,no,yes,yes,yes,no,yes,furnished,Ilora,156455
93,3,3,2,2,no,yes,yes,no,yes,no,semi-furnished,Sepeteri,190043
237,4,3,1,1,yes,yes,yes,no,no,yes,furnished,Okeho,201697
327,4,2,2,1,no,yes,no,yes,yes,yes,semi-furnished,Lanlate,182544
319,1,3,1,1,yes,yes,yes,yes,yes,no,unfurnished,Kisi (Kishi),167664
175,2,3,1,1,yes,no,no,no,yes,no,semi-furnished,Ogbomosho,173343
373,1,2,2,1,yes,yes,yes,no,yes,no,unfurnished,Lanlate,152089
202,2,1,2,0,yes,no,yes,no,no,yes,unfurnished,Iroko,152007
186,4,1,2,0,yes,yes,no,no,yes,no,furnished,Ilora,186060
201,1,3,1,2,no,no,no,yes,yes,no,semi-furnished,Iresa-Adu,162381
118,5,3,2,2,no,no,no,yes,yes,yes,furnished,Igboho,205785
159,5,1,2,1,yes,no,yes,yes,yes,yes,furnished,Ado-Awaye,202318
322,1,1,2,0,no,no,no,yes,no,yes,semi-furnished,Sepeteri,141367
345,3,1,1,3,no,no,yes,yes,no,no,furnished,Igangan,169723
170,1,3,2,0,no,no,yes,yes,yes,yes,semi-furnished,Fiditi,155101
155,5,1,2,0,yes,yes,yes,yes,yes,no,furnished,Otu,209760
215,2,3,2,0,no,yes,yes,no,yes,yes,furnished,Ogbomosho,173884
329,3,2,2,2,no,no,no,yes,no,no,semi-furnished,Iroko,168443
197,4,3,1,1,no,yes,yes,no,yes,no,furnished,Igboho,195810
223,2,2,1,0,no,yes,no,no,yes,no,unfurnished,Alabata,149761
396,3,3,2,2,yes,no,no,yes,no,no,semi-furnished,Iresa-Apa,193086
87,3,2,2,0,no,no,yes,no,no,yes,unfurnished,Lalupon,159750
184,3,1,1,1,yes,yes,no,no,no,no,semi-furnished,Oyo,169687
94,3,2,2,1,yes,yes,no,yes,yes,no,semi-furnished,Ado-Awaye,186246
154,4,2,1,2,no,yes,no,yes,yes,yes,semi-furnished,Igboho,195226
177,4,2,1,3,no,yes,no,yes,yes,yes,semi-furnished,Iroko,192953
377,2,2,2,2,yes,yes,yes,no,yes,no,furnished,Jobele,179974
319,2,1,1,2,yes,yes,no,no,yes,yes,furnished,Kisi (Kishi),176284
358,5,3,2,0,no,no,yes,yes,yes,yes,furnished,Igboho,206141
317,5,1,2,2,yes,no,no,no,yes,no,semi-furnished,Ibadan,188893
98,2,3,2,2,yes,yes,no,no,no,yes,furnished,Iresa-Adu,178199
185,4,2,2,0,yes,yes,yes,yes,yes,no,furnished,Ago-Amodu,197098
381,5,1,2,2,yes,no,no,yes,no,no,unfurnished,Akinmoorin,186920
109,5,3,2,3,yes,yes,no,no,yes,no,semi-furnished,Sepeteri,203179
144,1,2,2,0,yes,no,no,no,yes,yes,furnished,Igbo-Ora,158491
137,5,1,2,0,yes,yes,yes,yes,no,no,furnished,Lalupon,190037
223,5,2,2,3,no,yes,no,no,no,no,semi-furnished,Igbeti,187817
211,2,3,1,3,no,no,yes,yes,no,no,unfurnished,Lanlate,167771
126,4,1,2,2,no,yes,no,no,yes,no,furnished,Lalupon,195619
95,1,2,1,2,yes,yes,no,no,no,yes,unfurnished,Oyo,141275
93,1,3,1,0,yes,yes,no,no,yes,yes,semi-furnished,Saki,167030
241,2,3,1,3,yes,no,yes,yes,yes,yes,furnished,Eruwa,185499
187,3,2,1,2,no,no,no,yes,no,yes,unfurnished,Awe,159333
128,3,1,2,1,yes,no,no,no,yes,no,semi-furnished,Saki,158251
175,2,3,2,0,no,no,yes,no,yes,no,unfurnished,Iroko,162736
132,4,1,1,0,no,yes,yes,yes,no,no,unfurnished,Sepeteri,170473
380,5,3,1,0,yes,no,yes,yes,no,no,furnished,Iresa-Adu,213707
154,2,3,1,3,yes,no,yes,no,yes,no,furnished,Iroko,176178
217,2,3,2,2,yes,no,no,yes,no,no,furnished,Sepeteri,183664
177,4,1,2,1,yes,no,yes,no,yes,yes,furnished,Igangan,185259
326,1,1,1,2,yes,no,yes,no,yes,no,furnished,Awe,152662
369,4,3,1,1,no,yes,yes,yes,no,no,furnished,Awe,194651
153,2,2,2,3,yes,yes,yes,yes,yes,no,semi-furnished,Oyo,180881
138,4,3,1,0,yes,yes,no,yes,yes,no,semi-furnished,Igbeti,188517
265,2,1,2,1,yes,no,no,no,no,yes,unfurnished,Oyo,155949
124,1,3,2,1,yes,yes,yes,no,no,no,semi-furnished,Iroko,155587
321,3,2,2,3,yes,no,yes,yes,no,no,furnished,Okeho,187697
369,1,2,2,2,yes,no,yes,yes,yes,yes,furnished,Tede,165098
153,4,3,2,2,no,no,yes,yes,no,no,semi-furnished,Igangan,183677
343,2,1,1,3,yes,yes,yes,no,no,no,furnished,Fiditi,169470
156,1,2,2,1,yes,no,no,yes,yes,no,unfurnished,Ayete,155208
150,3,3,1,1,no,no,yes,yes,yes,yes,semi-furnished,Lalupon,180237
187,2,1,2,3,no,no,no,yes,no,no,unfurnished,Oyo,158683
304,5,1,2,3,yes,no,yes,no,no,yes,semi-furnished,Jobele,205034
264,4,3,1,0,no,no,no,no,yes,no,furnished,Igbeti,191136
141,1,3,1,0,no,no,yes,no,yes,yes,unfurnished,Iresa-Apa,152976
109,1,2,1,1,yes,no,no,no,yes,no,unfurnished,Iseyin,145158
107,5,1,1,2,yes,no,yes,no,yes,yes,semi-furnished,Ago-Amodu,192397
119,2,1,1,2,no,yes,no,no,yes,yes,unfurnished,Iresa-Apa,156981
387,4,2,1,3,yes,no,no,no,no,no,semi-furnished,Ado-Awaye,183049
289,3,1,1,3,yes,no,no,yes,no,yes,furnished,Ogbomosho,179519
391,5,1,2,3,yes,no,no,no,no,yes,furnished,Kisi (Kishi),199950
227,5,2,2,2,yes,no,yes,yes,yes,no,semi-furnished,Igangan,211415
268,5,1,2,2,no,yes,no,no,no,no,furnished,Otu,196649
181,3,3,2,2,yes,no,no,yes,yes,no,unfurnished,Igangan,170699
219,1,2,1,3,no,yes,no,no,no,yes,semi-furnished,Oyo,161372
242,3,1,1,2,yes,no,yes,yes,yes,yes,semi-furnished,Igboho,171710
337,3,3,1,2,no,yes,no,no,no,yes,semi-furnished,Igboho,184856
358,4,3,1,3,yes,no,no,yes,yes,yes,unfurnished,Sepeteri,194881
148,2,3,1,3,no,no,no,no,no,yes,furnished,Ago-Amodu,167783
165,1,2,1,0,yes,no,no,no,yes,yes,semi-furnished,Awe,142105
283,3,3,1,1,no,yes,no,no,no,yes,furnished,Iresa-Apa,183247
245,2,2,1,2,no,yes,no,yes,yes,yes,semi-furnished,Saki,158344
119,5,3,1,2,yes,yes,no,yes,yes,yes,semi-furnished,Iroko,206566
122,2,2,2,0,no,yes,no,yes,no,no,furnished,Okeho,158244
173,3,3,1,3,yes,yes,no,yes,yes,no,semi-furnished,Igboho,185200
374,2,3,1,2,yes,no,no,no,yes,no,furnished,Ibadan,181273
345,3,2,1,0,yes,yes,yes,yes,yes,no,furnished,Akinmoorin,187941
377,2,3,1,1,no,yes,no,yes,yes,yes,unfurnished,Okeho,159757
213,1,2,1,3,no,no,no,no,yes,no,furnished,Eruwa,150984
301,2,2,2,1,no,no,no,no,yes,no,furnished,Saki,164000
377,1,2,1,0,no,yes,yes,no,yes,no,semi-furnished,Ilora,148194
186,3,2,2,1,yes,no,yes,no,no,yes,furnished,Igangan,184485
80,1,2,2,2,yes,no,yes,yes,no,yes,furnished,Iresa-Adu,159634
148,2,2,2,2,no,yes,no,yes,no,yes,semi-furnished,Akinmoorin,172610
223,5,3,2,1,yes,yes,yes,yes,no,yes,furnished,Lalupon,224152
398,1,2,2,0,no,yes,no,no,yes,yes,unfurnished,Igangan,140812
89,4,2,1,3,no,yes,yes,yes,no,no,semi-furnished,Saki,193492
383,3,1,1,1,no,yes,yes,no,yes,no,unfurnished,Iresa-Adu,156327
128,4,2,1,1,yes,no,no,yes,yes,no,furnished,Lalupon,195768
388,5,2,2,3,no,no,yes,no,no,no,unfurnished,Okeho,191624
242,4,2,1,3,yes,yes,no,yes,yes,no,semi-furnished,Otu,189846
256,2,1,1,3,no,no,no,no,yes,no,furnished,Ago-Amodu,167146
130,2,3,1,0,no,yes,yes,no,no,no,unfurnished,Kisi (Kishi),155467
198,1,2,1,3,yes,yes,no,yes,no,no,semi-furnished,Okeho,148214
125,2,1,1,3,yes,no,yes,yes,yes,no,unfurnished,Ayete,150126
298,3,2,2,3,yes,no,no,yes,no,no,unfurnished,Akinmoorin,170801
353,4,1,1,3,no,no,no,no,no,no,furnished,Igangan,177403
112,5,3,1,3,yes,yes,no,no,yes,no,semi-furnished,Ibadan,214144
175,5,1,2,1,no,no,yes,yes,yes,no,unfurnished,Igbeti,179790
330,3,1,2,2,yes,no,yes,no,yes,no,semi-furnished,Lalupon,175761
188,3,1,1,3,no,yes,no,yes,no,no,unfurnished,Otu,164748
163,2,2,1,0,yes,no,no,no,no,yes,unfurnished,Jobele,138812
387,2,3,2,1,no,yes,yes,no,yes,yes,unfurnished,Ago-Amodu,174805
314,3,2,1,3,yes,no,no,no,no,no,unfurnished,Eruwa,172400
263,4,1,2,1,no,no,yes,no,yes,yes,semi-furnished,Otu,177279
314,5,3,1,0,no,no,no,no,no,no,semi-furnished,Igbeti,194315
150,4,2,1,0,yes,no,yes,yes,yes,no,unfurnished,Iseyin,167478
139,1,1,1,1,no,no,yes,no,yes,yes,unfurnished,Ado-Awaye,137997
120,5,1,2,3,no,yes,no,yes,no,no,unfurnished,Saki,192640
298,5,1,1,3,no,yes,no,no,yes,yes,semi-furnished,Otu,184509
346,2,1,2,3,no,no,yes,no,yes,no,unfurnished,Okeho,145758
93,3,3,2,0,yes,yes,yes,no,no,yes,unfurnished,Ibadan,178241
195,3,3,2,3,no,no,no,no,no,no,unfurnished,Erunmu,173341
279,2,3,2,0,no,yes,yes,no,yes,yes,semi-furnished,Igbeti,164888
191,5,1,1,3,yes,no,yes,yes,yes,yes,semi-furnished,Iseyin,205402
229,4,2,2,2,yes,yes,no,yes,yes,no,semi-furnished,Ayete,189257
136,1,3,1,3,yes,yes,yes,yes,yes,no,furnished,Sepeteri,180988
160,3,1,2,1,no,yes,no,no,no,no,unfurnished,Okeho,162149
281,5,1,2,2,yes,no,yes,no,no,no,furnished,Igbeti,198684
172,1,1,1,2,no,no,yes,no,no,no,semi-furnished,Fiditi,133769
289,3,2,1,2,yes,no,no,yes,yes,no,semi-furnished,Fiditi,177573
162,4,3,2,1,yes,yes,yes,yes,no,yes,semi-furnished,Ago-Amodu,205450
245,4,2,2,1,yes,yes,no,no,yes,yes,unfurnished,Ago-Amodu,179039
232,5,1,1,2,yes,yes,no,no,yes,no,unfurnished,Sepeteri,181811
159,4,1,2,2,yes,no,no,yes,yes,yes,semi-furnished,Ibadan,177917
124,5,2,2,2,no,yes,no,no,no,no,furnished,Sepeteri,202160
299,5,2,2,0,no,yes,no,yes,no,no,semi-furnished,Ayete,182797
181,3,1,1,3,yes,no,no,no,yes,no,semi-furnished,Igboho,163159
324,3,3,2,2,no,yes,yes,yes,no,no,furnished,Eruwa,196354
350,1,3,2,1,no,no,no,no,yes,yes,unfurnished,Kisi (Kishi),159077
297,2,1,2,1,no,yes,yes,yes,yes,yes,unfurnished,Iresa-Apa,152362
368,5,3,1,3,yes,yes,yes,yes,yes,no,furnished,Lanlate,227493
203,4,2,1,3,no,no,no,no,yes,yes,unfurnished,Iresa-Apa,167476
125,4,1,2,3,no,no,no,no,no,yes,unfurnished,Lalupon,168782
260,1,3,1,2,no,yes,yes,yes,no,no,semi-furnished,Ilora,164974
347,4,2,2,3,no,yes,no,no,no,no,furnished,Lalupon,190673
292,5,1,1,2,no,yes,no,yes,yes,yes,furnished,Igboho,202148
385,5,1,1,3,yes,yes,yes,no,yes,no,furnished,Otu,202298
155,3,1,1,3,no,no,yes,no,yes,no,semi-furnished,Igbo-Ora,174231
188,5,3,2,2,no,no,yes,yes,no,no,semi-furnished,Lalupon,193693
288,2,2,2,0,yes,no,no,no,no,no,unfurnished,Akinmoorin,145381
340,3,1,1,3,yes,yes,yes,no,no,no,unfurnished,Erunmu,161820
348,4,2,1,2,yes,yes,yes,no,no,yes,furnished,Oyo,200447
383,3,1,2,1,no,yes,no,no,yes,yes,semi-furnished,Jobele,174967
155,2,1,2,1,no,no,no,yes,yes,no,furnished,Fiditi,163686
339,1,1,2,3,yes,yes,no,no,no,yes,semi-furnished,Alabata,151978
103,1,2,2,3,no,yes,yes,no,no,yes,furnished,Ilora,171518
98,4,2,2,0,yes,yes,yes,no,yes,no,unfurnished,Eruwa,181410
209,1,2,2,3,no,yes,yes,no,no,yes,unfurnished,Igbeti,158097
242,5,2,2,1,yes,yes,yes,no,yes,no,semi-furnished,Iresa-Apa,204916
230,1,3,2,3,yes,yes,no,yes,yes,no,furnished,Igangan,184594
241,2,3,2,2,no,no,no,yes,no,no,furnished,Igangan,168926
228,3,1,2,0,no,no,yes,yes,no,yes,unfurnished,Igangan,150794
348,5,3,1,1,no,no,no,yes,no,no,furnished,Igbeti,203131
286,1,3,1,0,yes,yes,yes,yes,yes,yes,furnished,Ago-Amodu,168204
382,1,1,2,1,no,no,yes,no,no,yes,semi-furnished,Igbo-Ora,147326
255,1,3,2,3,no,yes,yes,no,yes,yes,semi-furnished,Saki,164845
245,4,3,1,2,no,yes,yes,yes,yes,yes,unfurnished,Oyo,195794
304,4,2,2,3,no,yes,yes,yes,yes,yes,unfurnished,Oyo,198313
342,4,1,1,3,no,no,no,yes,yes,yes,semi-furnished,Iresa-Apa,185161
234,3,3,1,1,yes,yes,yes,yes,no,yes,furnished,Tede,198794
112,3,1,2,1,no,no,no,no,yes,yes,unfurnished,Jobele,154438
309,1,3,2,2,yes,no,yes,yes,yes,yes,unfurnished,Tede,161379
90,3,2,2,3,yes,yes,yes,yes,yes,no,unfurnished,Awe,175873
91,5,3,1,2,yes,no,yes,yes,no,no,unfurnished,Saki,183751
142,3,2,2,2,yes,yes,no,no,no,yes,unfurnished,Ayete,163430
261,3,1,1,3,no,yes,yes,no,yes,yes,furnished,Iroko,177979
346,3,2,2,3,no,no,yes,no,yes,yes,semi-furnished,Erunmu,175928
300,2,1,2,1,no,no,yes,no,yes,no,semi-furnished,Igbo-Ora,146385
158,4,2,1,0,yes,no,no,no,no,yes,furnished,Igbeti,181725
172,5,3,2,0,yes,no,yes,no,yes,no,semi-furnished,Akinmoorin,197088
351,5,3,1,3,yes,yes,yes,no,yes,no,furnished,Lalupon,219037
119,2,1,1,0,no,yes,yes,yes,yes,no,unfurnished,Iresa-Apa,148465
398,1,2,2,3,yes,yes,no,yes,yes,no,furnished,Ilora,167930
399,5,1,2,3,no,no,yes,no,yes,yes,unfurnished,Saki,192738
258,1,1,1,3,yes,no,yes,no,yes,yes,semi-furnished,Igbeti,146483
247,1,3,1,1,yes,yes,yes,yes,no,yes,semi-furnished,Tede,169376
353,2,3,2,2,no,yes,no,yes,yes,no,semi-furnished,Akinmoorin,175394
248,4,2,1,1,yes,no,no,yes,yes,no,unfurnished,Igbeti,183804
353,2,1,1,2,yes,no,yes,yes,yes,no,furnished,Lanlate,178886
311,3,2,2,3,no,no,yes,yes,yes,yes,unfurnished,Alabata,173995
135,4,2,2,2,no,no,no,yes,yes,yes,semi-furnished,Akinmoorin,192496
388,1,1,1,2,no,yes,no,no,no,yes,unfurnished,Ilora,135840
285,2,1,1,3,yes,no,yes,no,yes,no,unfurnished,Sepeteri,155031
115,4,2,2,3,yes,no,yes,no,yes,no,unfurnished,Ago-Amodu,188386
389,3,3,1,2,yes,yes,no,yes,yes,yes,furnished,Fiditi,189860
118,5,3,2,2,no,yes,yes,no,yes,no,furnished,Lalupon,207058
130,4,2,1,1,no,no,no,yes,no,no,unfurnished,Kisi (Kishi),175018
370,5,1,1,3,yes,no,yes,yes,no,yes,furnished,Ago-Amodu,192717
289,1,3,1,2,yes,no,no,yes,no,yes,semi-furnished,Kisi (Kishi),153927
107,1,1,1,3,yes,yes,yes,no,yes,yes,unfurnished,Iroko,151963
